Game ID,date,season,neutral,is_home,playoff,team1,team2,score1,score2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,is_win,gm_no
192711240PTB,1927-11-24,1927,0,1,NA,PTB,PRV,6,0,1470.8,1482.442,0.576190272,0.423809728,1486.903,1466.339,1,12
192711240PTB,1927-11-24,1927,0,0,NA,PRV,PTB,0,6,1482.442,1470.8,0.423809728,0.576190272,1466.339,1486.903,0,11
192711260DUL,1927-11-26,1927,0,1,NA,DUL,FYJ,0,6,1484.466,1464.885,0.619372904,0.380627096,1459.397,1489.954,0,7
192711260DUL,1927-11-26,1927,0,0,NA,FYJ,DUL,6,0,1464.885,1484.466,0.380627096,0.619372904,1489.954,1459.397,1,15
192711270ARI,1927-11-27,1927,0,1,NA,ARI,CIB,7,32,1478.019,1518.368,0.535416231,0.464583769,1442.735,1553.652,0,11
192711270ARI,1927-11-27,1927,0,0,NA,CIB,ARI,32,7,1518.368,1478.019,0.464583769,0.535416231,1553.652,1442.735,1,12
192711270NYG,1927-11-27,1927,0,1,NA,NYG,CHI,13,7,1668.068,1612.248,0.667188384,0.332811616,1680.346,1599.969,1,11
192711270NYG,1927-11-27,1927,0,0,NA,CHI,NYG,7,13,1612.248,1668.068,0.332811616,0.667188384,1599.969,1680.346,0,11
192711270PRV,1927-11-27,1927,0,1,NA,PRV,NYA,14,7,1466.339,1476.497,0.57827496,0.42172504,1483.451,1459.384,1,12
192711270PRV,1927-11-27,1927,0,0,NA,NYA,PRV,7,14,1476.497,1466.339,0.42172504,0.57827496,1459.384,1483.451,0,12
192712030CHI,1927-12-03,1927,0,1,NA,CHI,FYJ,0,0,1599.969,1489.954,0.732524208,0.267475792,1592.878,1497.046,0.5,12
192712030CHI,1927-12-03,1927,0,0,NA,FYJ,CHI,0,0,1489.954,1599.969,0.267475792,0.732524208,1497.046,1592.878,0.5,16
192712030CIB,1927-12-03,1927,0,1,NA,CIB,DUL,20,0,1553.652,1459.397,0.714378509,0.285621491,1569.87,1443.18,1,13
192712030CIB,1927-12-03,1927,0,0,NA,DUL,CIB,0,20,1459.397,1553.652,0.285621491,0.714378509,1443.18,1569.87,0,8
192712030NYA,1927-12-03,1927,0,1,NA,NYA,PRV,0,9,1459.384,1483.451,0.558636277,0.441363723,1433.17,1509.665,0,13
192712030NYA,1927-12-03,1927,0,0,NA,PRV,NYA,9,0,1483.451,1459.384,0.441363723,0.558636277,1509.665,1433.17,1,13
192712040CHI,1927-12-04,1927,0,1,NA,CHI,FYJ,9,0,1592.878,1497.046,0.716227179,0.283772821,1605.056,1484.868,1,13
192712040CHI,1927-12-04,1927,0,0,NA,FYJ,CHI,0,9,1497.046,1592.878,0.283772821,0.716227179,1484.868,1605.056,0,17
192712040NYG,1927-12-04,1927,0,1,NA,NYG,NYA,14,0,1680.346,1433.17,0.857786954,0.142213046,1687.091,1426.425,1,12
192712040NYG,1927-12-04,1927,0,0,NA,NYA,NYG,0,14,1433.17,1680.346,0.142213046,0.857786954,1426.425,1687.091,0,14
192712040PRV,1927-12-04,1927,0,1,NA,PRV,PTB,20,0,1509.665,1486.903,0.623680261,0.376319739,1531.7,1464.868,1,14
192712040PRV,1927-12-04,1927,0,0,NA,PTB,PRV,0,20,1486.903,1509.665,0.376319739,0.623680261,1464.868,1531.7,0,13
192712100NYA,1927-12-10,1927,0,1,NA,NYA,FYJ,6,6,1426.425,1484.868,0.509435161,0.490564839,1426.137,1485.155,0.5,15
192712100NYA,1927-12-10,1927,0,0,NA,FYJ,NYA,6,6,1484.868,1426.425,0.490564839,0.509435161,1485.155,1426.137,0.5,18
192712110CHI,1927-12-11,1927,0,1,NA,CHI,DUL,27,14,1605.056,1443.18,0.786843585,0.213156415,1615.255,1432.981,1,14
192712110CHI,1927-12-11,1927,0,0,NA,DUL,CHI,14,27,1443.18,1605.056,0.213156415,0.786843585,1432.981,1615.255,0,9
192712110NYG,1927-12-11,1927,0,1,NA,NYG,NYA,13,0,1687.091,1426.137,0.867190402,0.132809598,1693.197,1420.032,1,13
192712110NYG,1927-12-11,1927,0,0,NA,NYA,NYG,0,13,1426.137,1687.091,0.132809598,0.867190402,1420.032,1693.197,0,16
192809230ARI,1928-09-23,1928,0,1,NA,ARI,CHI,0,15,1463.49,1578.503,0.428518556,0.571481444,1440.256,1601.737,0,1
192809230ARI,1928-09-23,1928,0,0,NA,CHI,ARI,15,0,1578.503,1463.49,0.571481444,0.428518556,1601.737,1440.256,1,1
192809230GB,1928-09-23,1928,0,1,NA,GB,FYJ,9,19,1583.641,1491.77,0.711570142,0.288429858,1546.896,1528.516,0,1
192809230GB,1928-09-23,1928,0,0,NA,FYJ,GB,19,9,1491.77,1583.641,0.288429858,0.711570142,1528.516,1546.896,1,1
192809290FYJ,1928-09-29,1928,0,1,NA,FYJ,DAY,6,0,1528.516,1424.907,0.725237366,0.274762634,1538.448,1414.975,1,2
192809290FYJ,1928-09-29,1928,0,0,NA,DAY,FYJ,0,6,1424.907,1528.516,0.274762634,0.725237366,1414.975,1538.448,0,1
192809300GB,1928-09-30,1928,0,1,NA,GB,CHI,12,12,1546.896,1601.737,0.514615811,0.485384189,1546.45,1602.183,0.5,2
192809300GB,1928-09-30,1928,0,0,NA,CHI,GB,12,12,1601.737,1546.896,0.485384189,0.514615811,1602.183,1546.45,0.5,2
192809300PRV,1928-09-30,1928,0,1,NA,PRV,NYA,20,7,1522.8,1448.355,0.690553866,0.309446134,1538.16,1432.995,1,1
192809300PRV,1928-09-30,1928,0,0,NA,NYA,PRV,7,20,1448.355,1522.8,0.309446134,0.690553866,1432.995,1538.16,0,1
192809300PTB,1928-09-30,1928,0,1,NA,PTB,NYG,6,12,1478.245,1630.464,0.377053648,0.622946352,1464.131,1644.579,0,1
192809300PTB,1928-09-30,1928,0,0,NA,NYG,PTB,12,6,1630.464,1478.245,0.622946352,0.377053648,1644.579,1464.131,1,1
192810070ARI,1928-10-07,1928,0,1,NA,ARI,DAY,7,0,1440.256,1414.975,0.627077429,0.372922571,1455.154,1400.077,1,2
192810070ARI,1928-10-07,1928,0,0,NA,DAY,ARI,0,7,1414.975,1440.256,0.372922571,0.627077429,1400.077,1455.154,0,2
192810070GB,1928-10-07,1928,0,1,NA,GB,NYG,0,6,1546.45,1644.579,0.452467507,0.547532493,1529.102,1661.927,0,3
192810070GB,1928-10-07,1928,0,0,NA,NYG,GB,6,0,1644.579,1546.45,0.547532493,0.452467507,1661.927,1529.102,1,2
192810070PRV,1928-10-07,1928,0,1,NA,PRV,FYJ,6,10,1538.16,1538.448,0.592065879,0.407934121,1518.524,1558.083,0,2
192810070PRV,1928-10-07,1928,0,0,NA,FYJ,PRV,10,6,1538.448,1538.16,0.407934121,0.592065879,1558.083,1518.524,1,3
192810070PTB,1928-10-07,1928,0,1,NA,PTB,NYA,9,7,1464.131,1432.995,0.634924822,0.365075178,1471.816,1425.31,1,2
192810070PTB,1928-10-07,1928,0,0,NA,NYA,PTB,7,9,1432.995,1464.131,0.365075178,0.634924822,1425.31,1471.816,0,2
192810130FYJ,1928-10-13,1928,0,1,NA,FYJ,NYA,0,13,1558.083,1425.31,0.757399152,0.242600848,1514.158,1469.235,0,4
192810130FYJ,1928-10-13,1928,0,0,NA,NYA,FYJ,13,0,1425.31,1558.083,0.242600848,0.757399152,1469.235,1514.158,1,3
192810140CHI,1928-10-14,1928,0,1,NA,CHI,NYG,13,0,1602.183,1661.927,0.507563415,0.492436585,1628.112,1635.998,1,3
192810140CHI,1928-10-14,1928,0,0,NA,NYG,CHI,0,13,1661.927,1602.183,0.492436585,0.507563415,1635.998,1628.112,0,3
192810140GB,1928-10-14,1928,0,1,NA,GB,ARI,20,0,1529.102,1455.154,0.689942176,0.310057824,1546.86,1437.396,1,4
192810140GB,1928-10-14,1928,0,0,NA,ARI,GB,0,20,1455.154,1529.102,0.310057824,0.689942176,1437.396,1546.86,0,3
192810140NYA,1928-10-14,1928,0,1,NA,NYA,DWL,12,35,1469.235,1300,0.793862205,0.206137795,1412.764,1356.471,0,4
192810140NYA,1928-10-14,1928,0,0,NA,DWL,NYA,35,12,1300,1469.235,0.206137795,0.793862205,1356.471,1412.764,1,1
192810140PRV,1928-10-14,1928,0,1,NA,PRV,DAY,28,0,1518.524,1400.077,0.741926513,0.258073487,1534.567,1384.035,1,3
192810140PRV,1928-10-14,1928,0,0,NA,DAY,PRV,0,28,1400.077,1518.524,0.258073487,0.741926513,1384.035,1534.567,0,3
192810200FYJ,1928-10-20,1928,0,1,NA,FYJ,DAY,13,9,1514.158,1384.035,0.754585186,0.245414814,1521.414,1376.779,1,5
192810200FYJ,1928-10-20,1928,0,0,NA,DAY,FYJ,9,13,1384.035,1514.158,0.245414814,0.754585186,1376.779,1521.414,0,4
192810210CHI,1928-10-21,1928,0,1,NA,CHI,GB,6,16,1628.112,1546.86,0.698864004,0.301135996,1592.209,1582.763,0,4
192810210CHI,1928-10-21,1928,0,0,NA,GB,CHI,16,6,1546.86,1628.112,0.301135996,0.698864004,1582.763,1592.209,1,5
192810210DWL,1928-10-21,1928,0,1,NA,DWL,NYG,28,0,1356.471,1635.998,0.22532205,0.77467795,1414.28,1578.189,1,2
192810210DWL,1928-10-21,1928,0,0,NA,NYG,DWL,0,28,1635.998,1356.471,0.77467795,0.22532205,1578.189,1414.28,0,4
192810210NYA,1928-10-21,1928,0,1,NA,NYA,PRV,6,12,1412.764,1534.567,0.418974557,0.581025443,1396.868,1550.462,0,5
192810210NYA,1928-10-21,1928,0,0,NA,PRV,NYA,12,6,1534.567,1412.764,0.581025443,0.418974557,1550.462,1396.868,1,4
192810280CHI,1928-10-28,1928,0,1,NA,CHI,DWL,0,6,1592.209,1414.28,0.801931734,0.198068266,1557.126,1449.363,0,5
192810280CHI,1928-10-28,1928,0,0,NA,DWL,CHI,6,0,1414.28,1592.209,0.198068266,0.801931734,1449.363,1557.126,1,3
192810280GB,1928-10-28,1928,0,1,NA,GB,DAY,17,0,1582.763,1376.779,0.826340337,0.173659663,1591.701,1367.841,1,6
192810280GB,1928-10-28,1928,0,0,NA,DAY,GB,0,17,1376.779,1582.763,0.173659663,0.826340337,1367.841,1591.701,0,5
192810280NYA,1928-10-28,1928,0,1,NA,NYA,NYG,7,10,1396.868,1578.189,0.338586973,0.661413027,1387.952,1587.105,0,6
192810280NYA,1928-10-28,1928,0,0,NA,NYG,NYA,10,7,1578.189,1396.868,0.661413027,0.338586973,1587.105,1387.952,1,5
192810280PRV,1928-10-28,1928,0,1,NA,PRV,PTB,13,6,1550.462,1471.816,0.695697538,0.304302462,1562.342,1459.936,1,5
192810280PRV,1928-10-28,1928,0,0,NA,PTB,PRV,6,13,1471.816,1550.462,0.304302462,0.695697538,1459.936,1562.342,0,3
192811030FYJ,1928-11-03,1928,0,1,NA,FYJ,DWL,25,7,1521.414,1449.363,0.687601314,0.312398686,1538.732,1432.045,1,6
192811030FYJ,1928-11-03,1928,0,0,NA,DWL,FYJ,7,25,1449.363,1521.414,0.312398686,0.687601314,1432.045,1538.732,0,4
192811040CHI,1928-11-04,1928,0,1,NA,CHI,NYA,27,0,1557.126,1387.952,0.793804736,0.206195264,1569.545,1375.532,1,6
192811040CHI,1928-11-04,1928,0,0,NA,NYA,CHI,0,27,1387.952,1557.126,0.206195264,0.793804736,1375.532,1569.545,0,7
192811040NYG,1928-11-04,1928,0,1,NA,NYG,FYJ,0,0,1587.105,1538.732,0.657602308,0.342397692,1582.299,1543.539,0.5,6
192811040NYG,1928-11-04,1928,0,0,NA,FYJ,NYG,0,0,1538.732,1587.105,0.342397692,0.657602308,1543.539,1582.299,0.5,7
192811040PRV,1928-11-04,1928,0,1,NA,PRV,DWL,7,0,1562.342,1432.045,0.754770626,0.245229374,1571.709,1422.678,1,6
192811040PRV,1928-11-04,1928,0,0,NA,DWL,PRV,0,7,1432.045,1562.342,0.245229374,0.754770626,1422.678,1571.709,0,5
192811040PTB,1928-11-04,1928,0,1,NA,PTB,GB,14,26,1459.936,1591.701,0.405082923,0.594917077,1439.768,1611.869,0,4
192811040PTB,1928-11-04,1928,0,0,NA,GB,PTB,26,14,1591.701,1459.936,0.594917077,0.405082923,1611.869,1439.768,1,7
192811060NYG,1928-11-06,1928,0,1,NA,NYG,PTB,13,7,1582.299,1439.768,0.767570694,0.232429306,1590.565,1431.502,1,7
192811060NYG,1928-11-06,1928,0,0,NA,PTB,NYG,7,13,1439.768,1582.299,0.232429306,0.767570694,1431.502,1590.565,0,5
192811100FYJ,1928-11-10,1928,0,1,NA,FYJ,PTB,19,0,1543.539,1431.502,0.734798597,0.265201403,1558.245,1416.796,1,8
192811100FYJ,1928-11-10,1928,0,0,NA,PTB,FYJ,0,19,1431.502,1543.539,0.265201403,0.734798597,1416.796,1558.245,0,6
192811110CHI,1928-11-11,1928,0,1,NA,CHI,DAY,27,0,1569.545,1367.841,0.822776309,0.177223691,1580.079,1357.307,1,7
192811110CHI,1928-11-11,1928,0,0,NA,DAY,CHI,0,27,1367.841,1569.545,0.177223691,0.822776309,1357.307,1580.079,0,6
192811110GB,1928-11-11,1928,0,1,NA,GB,NYA,0,0,1611.869,1375.532,0.850004355,0.149995645,1601.194,1386.207,0.5,8
192811110GB,1928-11-11,1928,0,0,NA,NYA,GB,0,0,1375.532,1611.869,0.149995645,0.850004355,1386.207,1601.194,0.5,8
192811110NYG,1928-11-11,1928,0,1,NA,NYG,DWL,19,19,1590.565,1422.678,0.792589471,0.207410529,1581.641,1431.602,0.5,8
192811110NYG,1928-11-11,1928,0,0,NA,DWL,NYG,19,19,1422.678,1590.565,0.207410529,0.792589471,1431.602,1581.641,0.5,6
192811110PTB,1928-11-11,1928,0,1,NA,PTB,FYJ,0,24,1416.796,1558.245,0.391722903,0.608277097,1392.425,1582.616,0,7
192811110PTB,1928-11-11,1928,0,0,NA,FYJ,PTB,24,0,1558.245,1416.796,0.608277097,0.391722903,1582.616,1392.425,1,9
192811170FYJ,1928-11-17,1928,0,1,NA,FYJ,PRV,6,6,1582.616,1571.709,0.607533424,0.392466576,1579.337,1574.989,0.5,10
192811170FYJ,1928-11-17,1928,0,0,NA,PRV,FYJ,6,6,1571.709,1582.616,0.392466576,0.607533424,1574.989,1579.337,0.5,7
192811180CHI,1928-11-18,1928,0,1,NA,CHI,PTB,13,6,1580.079,1392.425,0.810673652,0.189326348,1587.142,1385.362,1,8
192811180CHI,1928-11-18,1928,0,0,NA,PTB,CHI,6,13,1392.425,1580.079,0.189326348,0.810673652,1385.362,1587.142,0,8
192811180DWL,1928-11-18,1928,0,1,NA,DWL,NYA,13,0,1431.602,1386.207,0.65373206,0.34626794,1449.005,1368.804,1,7
192811180DWL,1928-11-18,1928,0,0,NA,NYA,DWL,0,13,1386.207,1431.602,0.34626794,0.65373206,1368.804,1449.005,0,9
192811180NYG,1928-11-18,1928,0,1,NA,NYG,GB,0,7,1581.641,1601.194,0.565032998,0.434967002,1557.647,1625.189,0,9
192811180NYG,1928-11-18,1928,0,0,NA,GB,NYG,7,0,1601.194,1581.641,0.434967002,0.565032998,1625.189,1557.647,1,9
192811180PRV,1928-11-18,1928,0,1,NA,PRV,FYJ,6,0,1574.989,1579.337,0.586409253,0.413590747,1590.653,1563.672,1,8
192811180PRV,1928-11-18,1928,0,0,NA,FYJ,PRV,0,6,1579.337,1574.989,0.413590747,0.586409253,1563.672,1590.653,0,11
192811240FYJ,1928-11-24,1928,0,1,NA,FYJ,ARI,19,0,1563.672,1437.396,0.75046113,0.24953887,1577.427,1423.641,1,12
192811240FYJ,1928-11-24,1928,0,0,NA,ARI,FYJ,0,19,1437.396,1563.672,0.24953887,0.75046113,1423.641,1577.427,0,4
192811250DWL,1928-11-25,1928,0,1,NA,DWL,CHI,14,7,1449.005,1587.142,0.396274992,0.603725008,1474.976,1561.17,1,8
192811250DWL,1928-11-25,1928,0,0,NA,CHI,DWL,7,14,1587.142,1449.005,0.603725008,0.396274992,1561.17,1474.976,0,9
192811250NYA,1928-11-25,1928,0,1,NA,NYA,ARI,19,0,1368.804,1423.641,0.514621563,0.485378437,1397.751,1394.694,1,10
192811250NYA,1928-11-25,1928,0,0,NA,ARI,NYA,0,19,1423.641,1368.804,0.485378437,0.514621563,1394.694,1397.751,0,5
192811250PRV,1928-11-25,1928,0,1,NA,PRV,NYG,16,0,1590.653,1557.647,0.637416359,0.362583641,1610.322,1537.977,1,9
192811250PRV,1928-11-25,1928,0,0,NA,NYG,PRV,0,16,1557.647,1590.653,0.362583641,0.637416359,1537.977,1610.322,0,10
192811250PTB,1928-11-25,1928,0,1,NA,PTB,GB,26,0,1385.362,1625.189,0.267687886,0.732312114,1437.801,1572.75,1,9
192811250PTB,1928-11-25,1928,0,0,NA,GB,PTB,0,26,1625.189,1385.362,0.732312114,0.267687886,1572.75,1437.801,0,10
192811290CHI,1928-11-29,1928,0,1,NA,CHI,ARI,34,0,1561.17,1394.694,0.79125105,0.20874895,1574.601,1381.263,1,10
192811290CHI,1928-11-29,1928,0,0,NA,ARI,CHI,0,34,1394.694,1561.17,0.20874895,0.79125105,1381.263,1574.601,0,6
192811290DWL,1928-11-29,1928,0,1,NA,DWL,DAY,33,0,1474.976,1357.307,0.741068073,0.258931927,1491.838,1340.445,1,9
192811290DWL,1928-11-29,1928,0,0,NA,DAY,DWL,0,33,1357.307,1474.976,0.258931927,0.741068073,1340.445,1491.838,0,7
192811290FYJ,1928-11-29,1928,0,1,NA,FYJ,GB,2,0,1577.427,1572.75,0.59895025,0.40104975,1585.969,1564.209,1,13
192811290FYJ,1928-11-29,1928,0,0,NA,GB,FYJ,0,2,1572.75,1577.427,0.40104975,0.59895025,1564.209,1585.969,0,11
192811290PTB,1928-11-29,1928,0,1,NA,PTB,PRV,0,7,1437.801,1610.322,0.350022427,0.649977573,1423.922,1624.201,0,10
192811290PTB,1928-11-29,1928,0,0,NA,PRV,PTB,7,0,1610.322,1437.801,0.649977573,0.350022427,1624.201,1423.922,1,10
192812020CHI,1928-12-02,1928,0,1,NA,CHI,FYJ,28,6,1574.601,1585.969,0.576575387,0.423424613,1600.522,1560.048,1,11
192812020CHI,1928-12-02,1928,0,0,NA,FYJ,CHI,6,28,1585.969,1574.601,0.423424613,0.576575387,1560.048,1600.522,0,14
192812020NYG,1928-12-02,1928,0,1,NA,NYG,NYA,13,19,1537.977,1397.751,0.76519509,0.23480491,1505.133,1430.595,0,11
192812020NYG,1928-12-02,1928,0,0,NA,NYA,NYG,19,13,1397.751,1537.977,0.23480491,0.76519509,1430.595,1505.133,1,11
192812020PRV,1928-12-02,1928,0,1,NA,PRV,GB,7,7,1624.201,1564.209,0.672499501,0.327500499,1618.94,1569.47,0.5,11
192812020PRV,1928-12-02,1928,0,0,NA,GB,PRV,7,7,1564.209,1624.201,0.327500499,0.672499501,1569.47,1618.94,0.5,12
192812080NYG,1928-12-08,1928,0,1,NA,NYG,FYJ,0,7,1505.133,1560.048,0.514509407,0.485490593,1483.637,1581.544,0,12
192812080NYG,1928-12-08,1928,0,0,NA,FYJ,NYG,7,0,1560.048,1505.133,0.485490593,0.514509407,1581.544,1483.637,1,15
192812090CHI,1928-12-09,1928,0,1,NA,CHI,GB,0,6,1600.522,1569.47,0.634812732,0.365187268,1574.688,1595.304,0,12
192812090CHI,1928-12-09,1928,0,0,NA,GB,CHI,6,0,1569.47,1600.522,0.365187268,0.634812732,1595.304,1574.688,1,13
192812090NYA,1928-12-09,1928,0,1,NA,NYA,DWL,6,34,1430.595,1491.838,0.505406547,0.494593453,1396.5,1525.933,0,12
192812090NYA,1928-12-09,1928,0,0,NA,DWL,NYA,34,6,1491.838,1430.595,0.494593453,0.505406547,1525.933,1396.5,1,10
192812150CHI,1928-12-15,1928,0,1,NA,CHI,FYJ,0,19,1574.688,1581.544,0.582903434,0.417096566,1538.815,1617.417,0,13
192812150CHI,1928-12-15,1928,0,0,NA,FYJ,CHI,19,0,1581.544,1574.688,0.417096566,0.582903434,1617.417,1538.815,1,16
192812160NYA,1928-12-16,1928,0,1,NA,NYA,NYG,7,6,1396.5,1483.637,0.468185337,0.531814663,1403.947,1476.19,1,13
192812160NYA,1928-12-16,1928,0,0,NA,NYG,NYA,6,7,1483.637,1396.5,0.531814663,0.468185337,1476.19,1403.947,0,13
192909220GB,1929-09-22,1929,0,1,NA,GB,DAY,9,0,1565.202,1395.297,0.794492641,0.205507359,1573.753,1386.746,1,1
192909220GB,1929-09-22,1929,0,0,NA,DAY,GB,0,9,1395.297,1565.202,0.205507359,0.794492641,1386.746,1573.753,0,1
192909220MNN,1929-09-22,1929,0,1,NA,MNN,CHI,6,19,1306.702,1527.544,0.289647087,0.710352913,1292.425,1541.82,0,1
192909220MNN,1929-09-22,1929,0,0,NA,CHI,MNN,19,6,1527.544,1306.702,0.710352913,0.289647087,1541.82,1292.425,1,1
192909280FYJ,1929-09-28,1929,0,1,NA,FYJ,DAY,14,7,1579.944,1386.746,0.815523351,0.184476649,1586.811,1379.88,1,1
192909280FYJ,1929-09-28,1929,0,0,NA,DAY,FYJ,7,14,1386.746,1579.944,0.184476649,0.815523351,1379.88,1586.811,0,2
192909290BFF,1929-09-29,1929,0,1,NA,BFF,ARI,3,9,1331.943,1422.509,0.463273832,0.536726168,1314.12,1440.331,0,1
192909290BFF,1929-09-29,1929,0,0,NA,ARI,BFF,9,3,1422.509,1331.943,0.536726168,0.463273832,1440.331,1314.12,1,1
192909290GB,1929-09-29,1929,0,1,NA,GB,CHI,23,0,1573.753,1541.82,0.635987616,0.364012384,1595.914,1519.66,1,2
192909290GB,1929-09-29,1929,0,0,NA,CHI,GB,0,23,1541.82,1573.753,0.364012384,0.635987616,1519.66,1595.914,0,2
192909290PRV,1929-09-29,1929,0,1,NA,PRV,DAY,41,0,1580.96,1379.88,0.822251927,0.177748073,1592.814,1368.026,1,1
192909290PRV,1929-09-29,1929,0,0,NA,DAY,PRV,0,41,1379.88,1580.96,0.177748073,0.822251927,1368.026,1592.814,0,3
192909290TOR,1929-09-29,1929,0,1,NA,TOR,NYG,0,0,1505,1485.793,0.618865223,0.381134777,1501.375,1489.418,0.5,1
192909290TOR,1929-09-29,1929,0,0,NA,NYG,TOR,0,0,1485.793,1505,0.381134777,0.618865223,1489.418,1501.375,0.5,1
192910050FYJ,1929-10-05,1929,0,1,NA,FYJ,BFF,19,0,1586.811,1314.12,0.874780594,0.125219406,1593.315,1307.616,1,2
192910050FYJ,1929-10-05,1929,0,0,NA,BFF,FYJ,0,19,1314.12,1586.811,0.125219406,0.874780594,1307.616,1593.315,0,2
192910060BFF,1929-10-06,1929,0,1,NA,BFF,FYJ,0,13,1307.616,1593.315,0.219180988,0.780819012,1297.102,1603.829,0,3
192910060BFF,1929-10-06,1929,0,0,NA,FYJ,BFF,13,0,1593.315,1307.616,0.780819012,0.219180988,1603.829,1297.102,1,3
192910060GB,1929-10-06,1929,0,1,NA,GB,ARI,9,2,1595.914,1440.331,0.780704712,0.219295288,1604.203,1432.042,1,3
192910060GB,1929-10-06,1929,0,0,NA,ARI,GB,2,9,1440.331,1595.914,0.219295288,0.780704712,1432.042,1604.203,0,2
192910060MNN,1929-10-06,1929,0,1,NA,MNN,CHI,6,7,1292.425,1519.66,0.282134214,0.717865786,1288.783,1523.302,0,2
192910060MNN,1929-10-06,1929,0,0,NA,CHI,MNN,7,6,1519.66,1292.425,0.717865786,0.282134214,1523.302,1288.783,1,3
192910060PRV,1929-10-06,1929,0,1,NA,PRV,NYG,0,7,1592.814,1489.418,0.72499297,0.27500703,1560.163,1522.069,0,2
192910060PRV,1929-10-06,1929,0,0,NA,NYG,PRV,7,0,1489.418,1592.814,0.27500703,0.72499297,1522.069,1560.163,1,2
192910060SIS,1929-10-06,1929,0,1,NA,SIS,DAY,12,0,1504.298,1368.026,0.76108092,0.23891908,1515.527,1356.797,1,1
192910060SIS,1929-10-06,1929,0,0,NA,DAY,SIS,0,12,1368.026,1504.298,0.23891908,0.76108092,1356.797,1515.527,0,4
192910060TOR,1929-10-06,1929,0,1,NA,TOR,PTB,7,0,1501.375,1450.948,0.660259584,0.339740416,1514.8,1437.523,1,2
192910060TOR,1929-10-06,1929,0,0,NA,PTB,TOR,0,7,1450.948,1501.375,0.339740416,0.660259584,1437.523,1514.8,0,1
192910130BFF,1929-10-13,1929,0,1,NA,BFF,CHI,0,16,1297.102,1523.302,0.283342467,0.716657533,1282.143,1538.262,0,4
192910130BFF,1929-10-13,1929,0,0,NA,CHI,BFF,16,0,1523.302,1297.102,0.716657533,0.283342467,1538.262,1282.143,1,4
192910130GB,1929-10-13,1929,0,1,NA,GB,FYJ,14,2,1604.203,1603.829,0.592985949,0.407014051,1624.48,1583.552,1,4
192910130GB,1929-10-13,1929,0,0,NA,FYJ,GB,2,14,1603.829,1604.203,0.407014051,0.592985949,1583.552,1624.48,0,4
192910130MNN,1929-10-13,1929,0,1,NA,MNN,ARI,14,7,1288.783,1432.042,0.389243078,0.610756922,1315.12,1405.705,1,3
192910130MNN,1929-10-13,1929,0,0,NA,ARI,MNN,7,14,1432.042,1288.783,0.610756922,0.389243078,1405.705,1315.12,0,3
192910130NYG,1929-10-13,1929,0,1,NA,NYG,SIS,19,9,1522.069,1515.527,0.601526323,0.398473677,1540.577,1497.019,1,3
192910130NYG,1929-10-13,1929,0,0,NA,SIS,NYG,9,19,1515.527,1522.069,0.398473677,0.601526323,1497.019,1540.577,0,2
192910130PRV,1929-10-13,1929,0,1,NA,PRV,TOR,7,0,1560.163,1514.8,0.65369036,0.34630964,1573.877,1501.085,1,3
192910130PRV,1929-10-13,1929,0,0,NA,TOR,PRV,0,7,1514.8,1560.163,0.34630964,0.65369036,1501.085,1573.877,0,3
192910130PTB,1929-10-13,1929,0,1,NA,PTB,DAY,41,0,1437.523,1356.797,0.698226389,0.301773611,1458.68,1335.64,1,2
192910130PTB,1929-10-13,1929,0,0,NA,DAY,PTB,0,41,1356.797,1437.523,0.301773611,0.698226389,1335.64,1458.68,0,5
192910190FYJ,1929-10-19,1929,0,1,NA,FYJ,TOR,6,6,1583.552,1501.085,0.700333884,0.299666116,1577.442,1507.195,0.5,5
192910190FYJ,1929-10-19,1929,0,0,NA,TOR,FYJ,6,6,1501.085,1583.552,0.299666116,0.700333884,1507.195,1577.442,0.5,4
192910200CHI,1929-10-20,1929,0,1,NA,CHI,ARI,0,0,1538.262,1405.705,0.75717061,0.24282939,1530.418,1413.548,0.5,5
192910200CHI,1929-10-20,1929,0,0,NA,ARI,CHI,0,0,1405.705,1538.262,0.24282939,0.75717061,1413.548,1530.418,0.5,4
192910200GB,1929-10-20,1929,0,1,NA,GB,MNN,24,0,1624.48,1315.12,0.896134097,0.103865903,1630.194,1309.406,1,5
192910200GB,1929-10-20,1929,0,0,NA,MNN,GB,0,24,1315.12,1624.48,0.103865903,0.896134097,1309.406,1630.194,0,4
192910200NYG,1929-10-20,1929,0,1,NA,NYG,FYJ,32,0,1540.577,1577.442,0.540401247,0.459598753,1572.311,1545.708,1,4
192910200NYG,1929-10-20,1929,0,0,NA,FYJ,NYG,0,32,1577.442,1540.577,0.459598753,0.540401247,1545.708,1572.311,0,6
192910200PRV,1929-10-20,1929,0,1,NA,PRV,BFF,7,7,1573.877,1282.143,0.886303414,0.113696586,1562.096,1293.924,0.5,4
192910200PRV,1929-10-20,1929,0,0,NA,BFF,PRV,7,7,1282.143,1573.877,0.113696586,0.886303414,1293.924,1562.096,0.5,5
192910200PTB,1929-10-20,1929,0,1,NA,PTB,TOR,13,19,1458.68,1507.195,0.523706035,0.476293965,1438.145,1527.731,0,3
192910200PTB,1929-10-20,1929,0,0,NA,TOR,PTB,19,13,1507.195,1458.68,0.476293965,0.523706035,1527.731,1438.145,1,5
